id,name,gpa,race,absence_rate,risk,income,lat,lng,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,grade_14,grade_15,grade_16,grade_17,grade_18,grade_19,grade_20,grade_21,grade_22,grade_23,grade_24,grade_25,grade_26,grade_27
700589,Kristin Smith,2.4868614835,South Asian,73,44.73641147777778,72441,33.829725668217655,-111.75322720146643,2.08412795,2.774457451,2.780995434,2.887165274,1.855570285,2.853165125,2.308549082,2.837649894,2.218717768,2.078102115,2.68064732,2.376715684,2.323548331,2.299251485,2.377794237,1.845976469,2.444738661,2.704967641,1.768073533,1.680484018,2.049266821,1.568259764,3.289750373,3.588995486,2.896973513,2.38270311,3.354567854,3.32090686
700590,Kimberly Harrington,3.1871086007857135,Hispanic,61,29.175364426984146,25382,36.24576125297907,-110.8771345617279,2.982044734,3.462090221,3.210270156,3.219463054,3.446293057,3.313144658,3.751368532,3.436881115,2.887143693,3.321451171,3.708846789,3.423986892,3.702298119,3.325123887,3.915206579,3.68276047,3.497348505,3.116200968,2.135490433,2.790520854,2.3900913,2.736500324,2.915593385,3.952727388,2.780330033,2.483438676,2.516551971,3.135873858
700591,Jeffrey Chapman,2.7636424703214284,Hispanic,85,38.58572288174603,306079,33.52384573496738,-109.8429374406327,2.290318528,2.477077827,3.044500062,2.706597309,3.874358187,3.162016149,3.095740461,2.646734526,2.524830648,3.174286985,3.651544908,3.250881036,2.823388807,2.475023534,2.397737428,2.53809568,2.929427834,2.15919963,3.123894581,3.971799149,2.497862609,2.793456791,2.429577974,2.728734405,2.243703521,1.73871614,2.762477816,1.870006644
700592,Ralph Owen,3.5541218863214277,Hispanic,20,21.019513637301614,254345,35.24297083251131,-111.37748561155686,3.991429147,4.080768467,3.959725423,4.166243803,5.353506283,4.5837972,4.100475425,3.468273771,3.310859314,3.863703978,3.085394097,3.227822669,3.821250655,3.883467386,3.454836839,3.54416681,4.402769889,2.677182487,3.172884541,3.707556836,2.997518414,2.54248201,2.356338669,2.896169984,3.289990256,3.134848301,3.297125602,3.144824561
700593,Jason Thompson,3.312744156321428,Black,64,26.38346319285715,158307,33.96246741396576,-112.46934836264894,3.731416674,3.448311169,3.837254318,4.046352645,3.441998058,3.834822811,3.466321191,3.263602012,3.054967521,3.191980399,2.443912132,2.828281745,3.423640225,3.11677689,3.294283226,3.432886915,3.751211875,3.466278386,3.918662208,3.317432639,3.820740182,3.2792454,3.146608224,2.931916684,3.406701813,2.644066729,2.493197568,2.723966738
700594,Casey Mason,3.0076270534285716,South Asian,39,33.16384325714286,321477,36.42447379015418,-109.48165768323884,3.031132462,2.683441426,3.089226919,2.964358902,2.326181855,1.977251685,2.124003397,3.130260909,3.981290066,4.008041152,3.825759178,3.517189861,2.545702195,2.565512748,3.055060658,3.474198763,2.963973657,2.997289404,3.31718126,3.752703256,2.934178003,2.891283279,2.736526147,2.711288077,3.26621658,3.342658088,3.218510251,1.783137318
700595,Vickie Brown,3.3699983481785707,East Asian,92,25.111147818253983,316367,33.56610148838824,-109.23107743273361,3.579111149,3.498876429,3.515140753,2.970000467,3.163583017,3.190716063,3.485950715,3.174125656,2.991544982,2.763968168,2.481811332,2.590525818,2.678955939,2.961857579,3.732069491,3.807260111,3.62673298,3.463957306,3.633952882,3.271585774,3.233894343,3.810361528,3.923567115,4.099349377,4.105559066,3.648271967,3.142569255,3.814654487
700596,Dr. Zoe Mitchell,2.3563841370357146,South Asian,89,47.63590806587301,284536,35.128864377871956,-111.53922502449069,2.430117112,2.438766024,2.131765466,2.429163157,3.153443393,2.981374054,2.554236243,2.151049177,2.481795595,2.799959244,2.413636606,2.555570808,1.735014116,2.023044687,2.396384379,2.83850398,2.836119149,2.473303969,2.21504134,2.176679753,1.961146487,1.666388112,2.484998373,3.022149196,2.266822151,2.025424363,1.919189324,1.417669579
700597,James Jones,3.1505451862142864,South Asian,39,29.98788475079364,74599,36.293089019532495,-109.79611271237783,2.817340473,3.712715577,3.060515713,3.186748635,2.156793097,2.489728641,2.934795634,2.851100044,3.497451796,3.630703619,2.883733737,3.242868148,2.462673076,2.652647694,2.548785566,3.274780481,3.747484154,3.326478838,3.905604455,3.810731912,3.250593646,3.245829859,3.220380291,3.753681134,4.157078746,3.275753823,2.63581357,2.482452855
700598,Amy Terry,3.582215313535715,White,66,20.395215254761894,381502,34.01337429086226,-111.35668046689693,3.809463482,3.794538204,3.845256088,3.778694909,3.758776353,4.058912141,4.169292365,3.324701493,3.557338716,3.668210935,3.081952688,3.220648392,3.715229953,4.035764645,3.41214535,3.395884683,3.210524288,3.718189777,3.387210434,3.574788536,3.452115713,4.124652217,3.563356457,4.038642879,2.91905921,2.657520575,2.884419069,4.144739227
700599,Melissa Rios,1.3529185499999998,South Asian,0,69.93514333333334,71230,34.16160996838782,-112.44182695821358,1.386073418,1.673538722,1.680284482,1.295684722,2.424437492,1.819226417,2.379540916,2.060289844,2.461432511,1.864044149,1.830569602,1.451632886,1.726308325,1.25932527,1.64332645,1.126440842,0.984248035,0.675576037,0.50389936,0.510451568,1.47325069,0.798947681,0.670555887,0.383345662,1.634391497,1.020631036,-0.110457592,1.254723491
700600,Bryan Park,2.45512815475,White,22,45.44159656111111,198459,33.794456501461056,-111.29080661406286,2.926310152,2.398986007,2.075595504,2.36494917,2.445994073,1.706160264,2.450774778,2.106561246,2.322068724,1.760648338,2.22515767,2.049280157,2.758265621,2.652406933,2.759721987,2.33710723,2.473180349,1.789589433,2.60936708,3.27184635,2.154420721,2.153686539,3.289458949,2.398262897,3.773610444,2.97199642,2.303647754,2.214533543
700601,Grant Gordon,1.5592089574999999,Black,51,65.35091205555557,278424,35.24565581615351,-110.6764794101786,1.525420787,2.009338473,1.740947272,1.256282679,0.997981591,1.225145754,1.36688974,1.711833972,1.412171477,1.398162995,2.098471835,2.009486362,1.515601526,1.707582855,1.934434372,2.278763806,1.951732817,1.574722963,1.456285442,1.496271754,1.689327234,1.47573102,1.531918626,1.105293808,2.134230952,1.568446827,0.825494486,0.659879385
700602,Manuel Myers,2.623374506071429,Black,34,41.70278875396824,192483,34.69994693230806,-110.46158682010588,2.440049637,2.077621146,2.628951314,2.876024316,3.302041999,2.643990847,2.790610103,2.61841804,2.358080727,2.31119293,2.753574441,2.630340758,2.622609748,3.046523138,3.271455565,3.663652138,3.155104975,2.899837102,3.194184855,3.425507782,2.302651812,1.638924991,1.749362966,1.968555493,2.148194815,2.48730025,2.774400099,1.675324183
700603,Jamie Elliott,3.8364357627142858,Black,90,14.745871939682544,247238,35.2144495095238,-111.90110781040481,3.616646381,3.772797268,3.354381407,3.468504564,3.294630812,2.618165855,3.003263939,3.546320692,3.79254341,4.010768412,4.007006788,3.594678251,4.322072169,3.759397094,4.172125525,4.265607233,4.3862028,4.077964273,3.994888726,4.358061526,3.520648775,3.580357976,4.064022995,3.561899748,4.392162109,4.452963708,4.675047585,3.757071335
700604,Joseph Butler,5.322022263964286,White,98,-18.26716142142857,87572,34.60205608724805,-109.95432941927203,5.720371842,5.988657029,5.245857966,5.366416017,5.19006701,5.896846191,5.479532598,5.447592686,5.267622827,4.916906009,5.245718013,4.998314722,5.20253304,5.395450534,4.971325452,4.355569673,4.929048471,4.824730896,5.117653638,5.290299342,4.996771558,6.14618124,6.56583461,6.128352831,4.991044782,5.322525626,5.058649519,4.956749269
700605,Leslie Torres,3.182212979428571,East Asian,6,29.284156012698432,57245,35.32081751325643,-111.79753654403785,3.727683236,3.258070936,2.940363242,2.875641161,2.85858719,2.353951257,2.905683426,2.664907584,3.394568019,3.74254667,3.699040628,3.268398522,4.146237472,3.712165262,3.640128084,3.495827333,2.932606546,2.739795822,2.772645368,2.492770176,2.774416053,2.994518462,2.788140705,2.946833969,3.352533544,3.236091112,3.788875406,3.598936239
700606,Thomas Frazier,2.5855033724285716,Hispanic,35,42.5443695015873,294430,34.33240269842563,-112.40670978365708,2.562171491,2.615704504,2.43021209,2.830002447,2.686349531,3.165632334,3.524646655,2.622894189,2.697601759,2.66399596,2.236847207,2.326603507,1.760570768,2.040387445,2.708935497,2.344547559,1.816586503,1.537082653,2.260058747,2.230178224,2.618064318,3.15810208,3.189416395,3.592850974,2.772682985,3.870850915,2.054994541,2.07612315
700607,David Calderon,3.0231000876785705,Hispanic,2,32.81999805158732,34894,33.97973141549819,-109.77760950475749,3.719888931,3.436194875,3.315881388,3.678856939,2.40128275,2.919682432,3.530657925,2.913029025,3.198555545,2.927273644,2.953228077,3.026034935,3.635396273,2.599648726,3.518252553,3.13491351,2.742440892,2.414231134,2.535416439,2.60537804,3.13724392,2.992679333,3.202217132,2.53485735,2.401419181,3.101483296,3.249050805,2.821607405
700608,Stephanie Dixon,1.5462897337142854,White,8,65.63800591746033,343700,34.00680132928518,-111.5635319046241,1.568001855,1.404508877,1.161860853,1.994293815,1.604808427,1.633091523,1.476936394,1.47407211,1.367671595,1.662630072,2.099750858,1.892343287,1.148338307,1.548687895,1.508219046,1.390097472,1.752461321,1.841232799,1.790476456,1.828344022,0.831931319,0.931721304,1.293174856,1.327926801,2.141611364,1.514801313,1.62501286,1.482105743
700609,Michele Johnson,2.6074153002857137,Hispanic,91,42.05743777142858,29207,34.061499325954216,-110.2665317220008,2.197693256,2.7246172,2.049733942,2.646668175,2.380368599,2.685218771,3.009497002,3.267831908,2.5506866,2.667624848,3.228665628,2.52147187,2.874776772,2.321119332,2.80669957,2.651569826,1.995770941,1.397795059,2.031920971,1.929754448,2.548076457,2.507847294,2.948685035,2.844311816,3.346310937,3.125155044,2.639152044,3.108605063
700610,Crystal Torres,2.5978384933214285,South Asian,99,42.27025570396825,249410,35.16501615332822,-112.30411337563281,2.031020838,2.151214217,2.347750413,2.128421897,2.119936397,2.079533094,2.085874293,2.270237031,2.431913711,2.673920319,2.643733821,2.610606565,2.451765911,2.419531487,2.981247782,2.733942175,2.600614736,3.169617072,3.200610348,3.198570397,3.280392352,2.807969952,2.640411066,2.998634719,3.018283525,3.297246553,2.166950181,2.199526961
700611,Paul Nguyen,3.074482163678571,Hispanic,8,31.6781741404762,468922,34.651382821969456,-109.71332886977568,2.892612212,2.828026999,3.174470576,2.843927494,3.035050668,3.324032397,3.087364957,3.395742808,3.293104459,3.714895562,3.277957022,2.49649388,3.22404046,2.135578874,2.809615484,3.222483808,2.816984928,2.847900866,2.777310505,3.216686227,2.991579524,3.298538219,3.14588778,3.075875003,3.165865927,3.380189818,3.613856335,2.999427791
700612,Joshua Stuart,2.2260104037142856,East Asian,46,50.53310213968254,274370,33.74106495931991,-111.04581634521179,2.467660138,2.266972961,2.590482474,2.891578079,2.280394347,2.397685335,2.541838064,2.023149604,2.6160966,2.186974927,2.432728289,2.32856624,2.388008981,1.510978331,2.076924877,1.832619454,2.175446083,2.075278284,2.328380853,2.15007443,2.373324778,1.690032345,1.942036048,1.775742793,2.136585081,2.158009459,2.434320358,2.256402091
700613,David Anderson,3.8387073868571435,Hispanic,18,14.695391403174582,293986,36.48958881210411,-110.70769164972207,4.059255039,4.051685913,3.971351401,4.396817924,3.749753203,3.589729174,4.058445425,4.161246255,4.217400578,3.82365491,4.244601296,3.872474891,3.896939527,3.308332038,4.794240889,3.866642034,4.246082122,3.534707485,4.017011893,4.282874923,3.704151578,3.500113158,3.746147893,3.590760344,3.945372097,3.338506282,2.959259256,2.556249304
700614,Terri Murphy,4.207357522750001,South Asian,79,6.503166161111096,67673,34.55801432560414,-111.25952524022598,3.969178229,3.400072419,3.641836607,4.212785754,4.522457904,4.223073687,3.921649077,3.963395441,3.914662235,3.644573958,3.999475709,3.7558434,4.15763789,5.176980817,4.123167875,4.520197108,3.56058629,3.681765611,4.419834821,4.635561036,3.795992523,4.243239622,3.99351298,4.15560829,5.220040536,5.206815987,5.091048338,4.655016493
700615,Gregory Moreno,3.502361285357143,Hispanic,64,22.169749214285716,208243,36.49337376936344,-109.34361898743134,3.570282813,3.436080981,3.961244796,3.142095179,2.36747056,2.100399709,2.684287764,2.885568384,3.803140648,3.26763803,3.695575113,3.63703601,3.572127557,3.497821014,3.886370141,3.669020376,4.007190438,3.974936232,4.719372366,4.180755215,3.892500383,4.155583821,3.606878912,3.564108976,3.256150561,3.260430658,2.856813475,3.415235878
700616,Kerri Smith,3.6717522126785704,South Asian,52,18.405506384920656,247557,34.38931320312557,-110.49626043674344,4.058370429,4.09836507,4.15877111,4.421804325,3.502034782,3.321585238,4.354670853,3.678743556,3.789029881,4.020569699,4.119722468,4.449543444,3.928930055,3.660303032,3.698715887,3.906619942,3.730302891,3.600333608,3.739800531,3.260434987,2.826946638,2.585644362,3.573228086,3.545367328,3.421103775,3.174120835,2.863239827,3.320759316
700617,Tammy Fritz,1.9861964348928571,Hispanic,0,55.8623014468254,77045,34.17798472502628,-111.01235566243916,2.149237424,1.857465189,1.869506194,1.845254201,2.546848498,2.682995397,2.052082265,2.620837484,1.882058035,2.079132135,2.325545792,2.907364172,1.879228367,1.45063494,1.223104832,1.886118689,1.30183967,1.0040203,1.768968605,1.722431408,1.840655312,1.496057485,1.983851442,2.162699357,2.052520748,2.2559706,2.404936365,2.362135271
700618,Scott Wheeler,3.057215040678571,Hispanic,27,32.061887984920645,236838,35.069210033069844,-109.68335704084461,3.562245268,3.404328516,3.269609861,3.339208034,4.089719294,3.446216642,3.671950833,3.508396966,3.936988225,3.482776533,3.346177216,3.222831231,2.97904898,3.146131221,2.657721823,2.607105281,2.717524038,2.451393133,2.861233827,2.364405285,2.961612677,1.776433168,2.497088627,2.574260556,3.113670117,3.045474434,2.930702736,2.637766617
700619,Joshua Williams,2.864446172428571,White,30,36.345640612698425,498876,35.78733025256851,-111.63071694490262,2.854020023,2.860065995,2.994739127,2.78623297,2.929248663,2.754885119,2.681357838,3.024745523,3.733873242,2.833243826,2.847659233,2.804610181,2.879664661,2.93661181,2.786189582,3.145113779,3.151289963,3.225835853,2.601527772,3.023772076,1.699880573,2.280656266,2.942428594,3.148374146,2.832664758,2.899806783,2.998563025,2.547431447
700620,Michael Hernandez,3.808024935785714,South Asian,82,15.377223649206357,413866,35.41144480043005,-111.45781000770867,4.129433579,4.269558293,4.181336879,4.266495046,3.314393937,3.897578365,4.274105843,3.980729858,4.570587754,4.398671729,4.174960962,4.002061273,3.322041975,3.274461474,3.724023017,3.518412566,3.145916539,3.02876663,3.767822916,3.866553996,3.456370692,3.254325627,3.505257449,4.159151731,3.808710272,3.590156364,3.623574659,4.119238777
700621,Kelly Davis,4.690003994142857,East Asian,83,-4.222310980952386,357825,36.36137902446954,-111.10505638475237,4.266537445,4.611399114,4.691673939,4.301920128,5.376568151,4.888184462,5.123922304,4.397298952,5.090309452,5.178774601,4.285307275,4.185220307,4.775548624,3.995881805,4.328096546,4.73615316,5.083736772,4.893374708,4.587793073,4.663954417,4.383935633,4.886362671,4.671887174,5.398144341,4.416056641,4.853671566,4.396368084,4.852030491
700622,Robert Wells,2.7559704557499995,Hispanic,51,38.75621209444445,154692,34.78412223425604,-111.11396520877337,3.203874998,3.399063433,3.239369573,3.658719652,3.798168871,2.752499027,3.30808391,2.637226327,2.681328368,1.946228677,2.945220189,2.507782779,1.808284046,1.799281669,2.739313881,3.02096173,3.282391438,2.020987378,2.643551163,2.656711582,2.343309138,2.839544395,2.725054953,2.759263332,3.006751567,2.44191704,2.579599517,2.422684128
700623,Daniel Johnson,4.274968683571429,Black,2,5.000695920634911,32328,35.79695528710529,-112.32168011105726,3.996215753,3.662206694,4.013689003,3.858572758,4.152181746,4.010999455,4.387796133,3.589090115,4.273583648,4.176595126,4.486686856,4.351825905,4.406127541,3.729970692,4.099689656,4.415347674,4.32273721,4.602312271,4.638037974,4.548948249,4.103484193,4.742913964,4.396137621,5.260369934,4.417837378,4.459025112,4.205703794,4.391036685
700624,Patricia Mcguire PhD,2.039654269892857,Hispanic,51,54.67434955793651,29943,36.28722156097393,-110.54674474889963,2.808271178,2.457446062,2.053389781,1.827622691,1.918524391,1.587102154,1.66473213,1.514723498,1.599353115,2.413468404,2.057963619,1.745993792,2.321542526,1.723992573,1.853801073,2.378184579,2.001979356,1.467606084,2.046368098,1.748411152,3.348628868,2.40325298,2.235534294,1.945266483,2.334909888,1.794956511,1.712150464,2.145143813
700625,Krystal Edwards,2.9086164717857135,White,39,35.364078404761926,212535,35.75027300094759,-111.51970456913779,3.316923653,3.069621556,3.666738659,3.505165553,2.660197951,3.024446617,2.886068956,3.448239431,3.045294751,3.369113941,3.263176426,2.902560181,2.466189789,2.614900566,2.791213332,2.930406088,2.403769993,2.790500562,2.708789775,3.349828284,3.086131684,2.824304444,3.000395175,3.136191259,1.874514693,3.268949801,1.926144305,2.111483785
700626,Derek Hogan,2.4765259508571438,Black,83,44.96608998095236,211693,35.27859130684883,-111.40452951237108,3.206345014,2.828563921,3.267508425,3.249533055,3.291844171,3.012366332,2.873979677,2.594986836,2.195995432,2.57410399,2.544397499,2.320696874,2.25041636,3.130202792,2.853889682,2.002171158,2.310600706,1.789220919,1.66500837,1.865745839,1.449445813,1.763811936,1.659499375,1.75583451,2.074980266,1.788280404,3.401095857,3.622201411
700627,Ronald Rodriguez,2.4631351042857146,East Asian,21,45.263664349206344,25677,36.00924294635203,-111.29047908357707,3.11874416,3.48504072,3.24898644,3.34946919,2.876787287,3.377440358,2.539288229,2.444998949,2.266106491,2.148643017,2.358432971,2.418226799,2.272120922,2.206002707,2.34248626,1.905761883,2.208945327,2.437119455,2.006081242,2.864531852,2.730120444,2.80191923,2.300270002,1.8865383,2.292801684,1.863663288,1.702273123,1.51498259
